,Report_Period_Start,Report_Period_End,License_Number,Shelter_Name,Canine_starting_animal_count,Feline_starting_animal_count,Canine_stray_at_large,Feline_stray_at_large,Canine_relinquished_by_owner,Feline_relinquished_by_owner,Canine_intake_owner_intended_euthanasia,Feline_intake_owner_intended_euthanasia,Canine_transferred_in_from_agency,Feline_transferred_in_from_agency,Canine_other_intakes,Feline_other_intakes,Canine_adoption,Feline_adoption,Canine_returned_to_owner,Feline_returned_to_owner,Canine_transferred_to_another_agency,Feline_transferred_to_another_agency,Canine_returned_to_field,Feline_returned_to_field,Canine_other_live_outcome,Feline_other_live_outcome,Canine_died_in_care,Feline_died_in_care,Canine_lost_in_care,Feline_list_in_care,Canine_shelter_euthanasia,Feline_shelter_euthanasia,Canine_owner_intended_euthanasia,Feline_owner_intended_euthanasia
1360,4/1/2021 0:00,4/30/2021 0:00,3374,COWETA COUNTY ANIMAL CONTROL,88,26,46,26,0,0,0,0,0,0,9,4,12,11,15,2,6,19,0,0,0,0,0,0,0,0,3,2,0,0
1361,5/1/2021 0:00,5/31/2021 0:00,3374,COWETA COUNTY ANIMAL CONTROL,107,22,51,32,5,0,0,0,0,0,5,13,15,9,21,1,9,16,0,0,0,0,0,8,0,0,3,5,0,0
1362,6/1/2021 0:00,6/30/2021 0:00,3374,COWETA COUNTY ANIMAL CONTROL,121,29,53,75,3,0,0,0,0,0,2,8,14,12,18,0,28,15,0,0,0,0,1,3,0,0,2,3,0,0
1363,7/1/2021 0:00,7/31/2021 0:00,3374,COWETA COUNTY ANIMAL CONTROL,116,78,55,76,1,0,0,0,0,0,0,25,11,34,12,1,21,44,0,0,0,0,3,6,0,0,6,4,0,0
1364,8/1/2021 0:00,8/31/2021 0:00,3374,COWETA COUNTY ANIMAL CONTROL,119,89,47,68,3,0,0,0,0,0,22,6,30,27,19,1,22,30,0,0,0,0,1,4,0,0,5,0,0,0
1365,9/1/2021 0:00,9/30/2021 0:00,3374,COWETA COUNTY ANIMAL CONTROL,130,101,41,36,1,0,0,0,0,0,5,1,27,30,11,0,8,24,0,0,0,0,0,3,0,0,5,2,0,0
1366,10/1/2021 0:00,10/31/2021 0:00,3374,COWETA COUNTY ANIMAL CONTROL,120,84,50,63,0,0,0,0,0,0,4,0,29,33,10,1,13,15,0,0,0,0,0,2,0,0,0,3,0,0
1367,11/1/2021 0:00,11/30/2021 0:00,3374,COWETA COUNTY ANIMAL CONTROL,122,105,48,38,1,0,0,0,0,0,9,25,24,31,20,0,10,19,0,0,0,0,1,4,0,0,0,0,0,0
1368,12/1/2021 0:00,12/31/2021 0:00,3374,COWETA COUNTY ANIMAL CONTROL,126,100,37,14,1,0,0,0,0,0,3,1,23,57,8,1,12,11,0,0,0,0,0,0,0,0,1,19,0,0
1369,1/1/2022 0:00,1/31/2022 0:00,3374,COWETA COUNTY ANIMAL CONTROL,119,26,55,24,3,0,0,0,0,0,2,0,25,19,21,2,13,6,0,0,0,0,0,0,0,1,1,1,0,0
1370,2/1/2022 0:00,2/28/2022 0:00,3374,COWETA COUNTY ANIMAL CONTROL,122,23,43,12,0,0,0,0,0,0,4,0,23,7,28,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0
1371,9/1/2020 0:00,9/30/2020 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,12,4,24,19,0,0,0,0,0,0,0,0,4,0,29,23,0,0,0,0,0,0,0,0,0,0,0,0
1372,10/1/2020 0:00,10/31/2020 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,3,0,21,16,14,12,0,0,0,0,0,0,3,1,2,0,27,17,0,0,0,0,0,0,0,0,0,0,0,0
1373,11/1/2020 0:00,11/30/2020 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,15,7,3,0,0,0,0,0,0,0,1,0,4,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0
1374,12/1/2020 0:00,12/31/2020 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,9,1,6,2,0,0,0,0,0,0,0,0,2,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0
1375,1/1/2021 0:00,1/31/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,9,2,22,7,0,0,0,0,0,0,0,0,0,0,31,9,0,0,0,0,0,0,0,0,0,0,0,0
1376,2/1/2021 0:00,2/28/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,14,6,42,14,0,0,0,0,0,0,0,0,1,0,55,20,0,0,0,0,0,0,0,0,0,0,0,0
1377,3/1/2021 0:00,3/31/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,11,10,15,3,0,0,0,0,0,0,0,0,0,0,26,13,0,0,0,0,0,0,0,0,0,0,0,0
1378,4/1/2021 0:00,4/30/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,10,43,6,0,0,0,0,0,0,0,0,0,2,0,14,43,0,0,0,0,0,0,0,0,0,0,0,0
1379,5/1/2021 0:00,5/31/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,12,16,8,0,0,0,0,0,0,0,1,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0
1380,6/1/2021 0:00,6/30/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,1,0,18,21,5,41,0,0,0,0,0,0,0,0,1,0,22,62,0,0,0,0,0,0,0,0,0,0,0,0
1381,7/1/2021 0:00,7/31/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,15,8,0,11,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0
1382,8/1/2021 0:00,8/31/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,11,19,2,0,0,0,0,0,0,0,0,0,1,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0
1383,9/1/2021 0:00,9/30/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,1,0,10,7,5,0,0,0,0,0,0,0,1,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0
1384,10/1/2021 0:00,10/31/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,5,0,18,9,3,2,0,0,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0
1385,11/1/2021 0:00,11/30/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,0,0,10,11,6,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0
1386,12/1/2021 0:00,12/31/2021 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,3,0,19,2,6,9,0,0,0,0,0,0,1,0,3,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0
1387,1/1/2022 0:00,1/31/2022 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,1,0,20,1,8,1,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0
1388,2/1/2022 0:00,2/28/2022 0:00,3388319,CRISP COUNTY ANIMAL SERVICES,2,0,21,9,3,4,0,0,0,0,0,0,0,0,2,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0
1389,7/1/2020 0:00,7/31/2020 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,0,0,5,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,8/1/2020 0:00,8/31/2020 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,3,0,2,3,0,0,0,0,0,0,3,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,9/1/2020 0:00,9/30/2020 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,13,6,5,1,8,5,0,0,0,0,0,0,0,0,2,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0
1392,10/1/2020 0:00,10/31/2020 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,3,13,1,0,1,13,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0
1393,11/1/2020 0:00,11/30/2020 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,13,4,7,4,6,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0
1394,12/1/2020 0:00,12/31/2020 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,5,6,1,4,4,2,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0
1395,1/1/2021 0:00,1/31/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,16,2,7,2,9,0,0,0,0,0,0,0,0,0,7,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
1396,2/1/2021 0:00,2/28/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,17,0,7,0,10,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,3/1/2021 0:00,3/31/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,6,8,6,3,0,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,1,0,0,0,3,0,0
1398,4/1/2021 0:00,4/30/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,18,6,12,6,6,0,0,0,0,0,0,0,0,0,3,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0
1399,5/1/2021 0:00,5/31/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,7,7,3,3,4,4,0,0,0,0,0,0,0,0,2,2,5,4,0,0,0,0,0,0,0,1,0,0,0,0
1400,6/1/2021 0:00,6/30/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,11,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0
1401,7/1/2021 0:00,7/31/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,7,16,5,16,2,0,0,0,0,0,0,0,0,0,2,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,8/1/2021 0:00,8/31/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,15,6,2,1,13,5,0,0,0,0,0,0,0,0,1,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0
1403,9/1/2021 0:00,9/30/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,6,12,5,10,1,2,0,0,0,0,0,0,2,0,1,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0
1404,10/1/2021 0:00,10/31/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,16,4,7,4,6,0,0,0,0,0,3,0,2,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
1405,11/1/2021 0:00,11/30/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,20,21,15,11,5,10,0,0,0,0,0,0,2,0,4,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0
1406,12/1/2021 0:00,12/31/2021 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,15,15,15,13,0,2,0,0,0,0,0,0,1,1,5,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
1407,1/1/2022 0:00,1/31/2022 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,14,9,9,5,5,4,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0
1408,2/1/2022 0:00,2/28/2022 0:00,3389462,CUSSETA CHATTAHOOCHEE CO. ANIMAL SHELTER,12,1,5,1,4,0,0,0,0,0,3,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
1409,7/1/2020 0:00,7/31/2020 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,247,359,223,340,43,38,0,0,1,0,42,6,154,147,55,42,77,93,0,0,0,0,1,15,0,1,4,15,0,0
1410,8/1/2020 0:00,8/31/2020 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,265,430,247,402,41,35,0,0,2,0,38,14,180,203,71,60,64,62,0,0,0,0,7,8,3,1,6,8,0,0
1411,9/1/2020 0:00,9/30/2020 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,262,539,223,339,38,58,0,0,0,32,38,5,155,220,60,2,63,161,0,0,0,0,4,13,1,1,1,6,0,0
1412,10/1/2020 0:00,10/31/2020 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,277,570,229,279,47,28,0,0,1,0,34,1,165,296,80,57,60,87,0,0,0,0,2,13,0,2,5,9,0,0
1413,11/1/2020 0:00,11/30/2020 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,276,414,232,247,25,18,0,0,1,0,33,5,138,253,84,66,55,64,0,0,0,0,6,7,0,2,5,7,0,0
1414,12/1/2020 0:00,12/31/2020 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,279,285,224,172,57,14,0,0,2,0,27,0,191,266,88,4,36,46,0,0,0,0,1,4,0,8,3,3,0,0
1415,1/1/2021 0:00,1/31/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,270,140,208,128,41,26,0,0,1,0,50,4,155,121,70,38,64,24,0,0,0,0,1,5,2,1,7,5,0,0
1416,2/1/2021 0:00,2/28/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,271,104,218,126,55,8,0,0,2,1,37,19,153,85,64,36,58,34,0,0,0,0,2,7,3,0,15,4,0,0
1417,3/1/2021 0:00,3/31/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,288,92,222,155,62,16,0,0,2,0,38,19,176,88,91,40,62,13,0,0,0,0,0,9,0,0,13,3,0,0
1418,4/1/2021 0:00,4/30/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,270,129,201,236,56,20,0,0,2,0,37,16,157,69,83,45,46,76,0,0,0,0,1,10,1,1,11,7,0,0
1419,5/1/2021 0:00,5/31/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,267,193,201,382,43,23,0,0,0,1,69,17,126,87,89,52,36,161,0,0,0,0,4,13,0,1,10,6,0,0
1420,6/1/2021 0:00,6/30/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,315,296,271,429,56,25,0,0,1,2,38,17,197,181,82,75,43,84,0,0,0,0,3,14,1,0,12,21,0,0
1421,7/1/2021 0:00,7/31/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,343,394,315,398,59,16,0,0,1,0,30,15,196,166,87,61,85,46,0,0,0,0,4,20,1,1,23,11,0,0
1422,8/1/2021 0:00,8/31/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,352,518,326,358,80,9,0,0,0,1,29,10,208,222,92,59,49,63,0,0,0,0,2,31,0,1,12,13,0,0
1423,9/1/2021 0:00,9/30/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,424,507,258,345,61,15,0,0,5,0,49,0,198,210,76,42,71,141,0,0,0,0,2,18,1,0,11,9,0,0
1424,10/1/2021 0:00,10/31/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,438,447,279,322,51,13,0,0,5,0,40,15,140,176,73,10,58,140,0,0,0,0,1,21,0,0,18,8,0,0
1425,11/1/2021 0:00,11/30/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,523,442,261,228,46,13,0,0,2,0,39,10,157,190,72,37,52,91,0,0,0,0,3,11,1,1,7,14,0,0
1426,12/1/2021 0:00,12/31/2021 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,579,349,277,148,68,18,0,0,2,3,60,5,197,151,86,35,60,61,0,0,0,0,2,9,2,2,20,3,0,0
1427,1/1/2022 0:00,1/31/2022 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,619,262,296,166,41,12,0,0,0,0,71,15,162,132,77,27,97,49,0,0,0,0,4,5,0,0,16,2,0,0
1428,2/1/2022 0:00,2/28/2022 0:00,3375,DEKALB COUNTY ANIMAL SERVICES,671,239,271,138,49,8,0,0,0,0,32,23,148,115,76,47,115,37,0,0,0,0,1,4,1,4,13,6,0,0
1429,7/1/2020 0:00,7/31/2020 0:00,3390021,Douglas County Animal Shelter,33,62,63,67,25,8,0,0,0,0,11,21,3,29,51,14,43,42,0,0,0,0,0,4,0,1,5,10,0,0
1430,8/1/2020 0:00,8/31/2020 0:00,3390021,Douglas County Animal Shelter,34,51,80,72,20,20,0,0,0,0,21,18,34,14,40,12,31,32,0,0,0,0,0,3,0,0,2,13,0,0
1431,9/1/2020 0:00,9/30/2020 0:00,3390021,Douglas County Animal Shelter,47,82,70,74,9,3,0,0,0,0,25,5,17,3,53,2,24,21,0,0,0,0,0,9,0,2,8,24,0,0
1432,10/1/2020 0:00,10/31/2020 0:00,3390021,Douglas County Animal Shelter,47,108,70,46,6,4,0,0,0,0,12,12,28,36,41,34,10,27,0,0,0,0,0,5,0,0,3,9,0,0
1433,11/1/2020 0:00,11/30/2020 0:00,3390021,Douglas County Animal Shelter,53,61,69,21,10,4,0,0,0,0,37,2,35,19,39,5,14,16,0,0,4,0,0,0,0,1,10,4,0,0
1434,12/1/2020 0:00,12/31/2020 0:00,3390021,Douglas County Animal Shelter,191,103,60,43,18,4,0,0,0,0,44,12,32,26,43,18,16,11,0,0,0,0,1,1,0,0,23,3,0,0
1435,1/1/2021 0:00,1/31/2021 0:00,3390021,Douglas County Animal Shelter,74,44,49,15,25,0,1,0,0,0,17,5,52,6,38,7,14,39,0,0,0,0,0,0,0,0,5,0,1,0
1436,2/1/2021 0:00,2/28/2021 0:00,3390021,Douglas County Animal Shelter,56,12,58,38,11,7,0,0,0,0,24,1,42,2,22,22,10,19,0,0,0,0,0,0,0,0,7,3,0,0
1437,3/1/2021 0:00,3/31/2021 0:00,3390021,Douglas County Animal Shelter,68,26,85,35,17,6,0,0,0,0,19,14,47,1,48,17,18,31,0,0,7,0,0,1,0,0,7,7,0,0
1438,4/1/2021 0:00,4/30/2021 0:00,3390021,Douglas County Animal Shelter,62,24,55,70,7,3,0,0,0,0,37,6,45,4,42,9,10,43,0,0,9,1,0,0,0,0,11,4,0,0
1439,5/1/2021 0:00,5/31/2021 0:00,3390021,Douglas County Animal Shelter,44,40,80,140,11,2,0,0,0,0,23,13,36,29,33,48,3,3,0,0,13,2,0,6,0,0,3,23,0,0
1440,6/1/2021 0:00,6/30/2021 0:00,3390021,Douglas County Animal Shelter,70,83,103,126,8,2,0,0,0,0,35,13,52,56,46,8,17,11,0,0,19,8,0,4,0,0,15,49,0,0
1441,7/1/2021 0:00,7/31/2021 0:00,3390021,Douglas County Animal Shelter,63,88,84,77,9,4,0,0,0,0,28,4,21,32,30,4,13,10,0,0,15,1,0,2,0,1,17,46,0,0
1442,8/1/2021 0:00,8/31/2021 0:00,3390021,Douglas County Animal Shelter,87,69,58,79,9,9,0,0,0,0,26,34,32,29,23,29,0,0,0,0,8,4,0,5,0,1,14,11,0,0
1443,9/1/2021 0:00,9/30/2021 0:00,3390021,Douglas County Animal Shelter,99,68,70,64,12,6,0,0,0,0,11,40,56,48,21,29,4,11,0,0,8,4,1,0,0,1,4,27,0,0
1444,10/1/2021 0:00,10/31/2021 0:00,3390021,Douglas County Animal Shelter,99,58,86,106,12,10,0,0,0,0,21,22,41,67,29,20,28,15,0,0,7,1,0,3,0,0,9,22,0,0
1445,11/1/2021 0:00,11/30/2021 0:00,3390021,Douglas County Animal Shelter,105,68,76,63,11,4,0,0,0,0,22,79,36,33,32,77,24,26,0,0,4,3,0,4,0,1,10,25,0,0
1446,12/1/2021 0:00,12/31/2021 0:00,3390021,Douglas County Animal Shelter,108,49,64,58,4,5,0,0,0,0,25,1,25,33,23,26,15,19,0,0,5,1,0,0,0,1,19,3,0,0
1447,1/1/2022 0:00,1/31/2022 0:00,3390021,Douglas County Animal Shelter,113,29,82,24,8,9,0,0,0,0,45,31,30,21,11,0,22,15,0,0,11,0,1,1,0,0,17,10,0,0
1448,2/1/2022 0:00,2/28/2022 0:00,3390021,Douglas County Animal Shelter,128,26,88,30,17,6,1,0,0,0,25,26,30,10,20,26,40,21,0,0,6,1,0,0,0,0,20,2,1,0
1449,7/1/2020 0:00,7/31/2020 0:00,33110596,Douglas/Coffee County Animal Shelter,0,0,67,40,69,88,0,0,0,0,0,0,19,7,15,0,75,16,0,0,0,0,0,0,0,0,27,105,0,0
1450,8/1/2020 0:00,8/31/2020 0:00,33110596,Douglas/Coffee County Animal Shelter,114,62,68,30,46,32,0,0,0,0,0,0,13,4,10,0,35,2,0,0,0,0,0,0,0,0,45,51,0,0
1451,9/1/2020 0:00,9/30/2020 0:00,33110596,Douglas/Coffee County Animal Shelter,82,77,52,22,30,55,0,0,0,0,0,0,2,7,21,0,33,8,0,0,0,0,0,0,0,0,14,52,0,0
1452,10/1/2020 0:00,10/31/2020 0:00,33110596,Douglas/Coffee County Animal Shelter,114,80,67,61,47,19,0,0,0,0,0,0,3,11,12,0,51,9,0,0,0,0,0,0,0,0,41,55,0,0
1453,11/1/2020 0:00,11/30/2020 0:00,33110596,Douglas/Coffee County Animal Shelter,97,73,57,48,40,25,0,0,0,0,0,0,1,3,5,0,54,2,0,0,0,0,0,0,0,0,31,67,0,0
1454,12/1/2020 0:00,12/31/2020 0:00,33110596,Douglas/Coffee County Animal Shelter,112,37,68,10,44,27,0,0,0,0,0,0,2,5,24,0,45,1,0,0,0,0,0,0,0,0,25,31,0,0
1455,1/1/2021 0:00,1/31/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,70,45,51,17,19,28,0,0,0,0,0,0,0,8,17,1,35,3,0,0,0,0,0,0,0,0,7,29,0,0
1456,2/1/2021 0:00,2/28/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,95,52,33,14,62,38,0,0,0,0,0,0,0,4,11,0,45,2,0,0,0,0,0,0,0,0,32,44,0,0
1457,3/1/2021 0:00,3/31/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,92,58,61,29,31,29,0,0,0,0,0,0,18,4,13,1,32,0,0,0,0,0,0,0,0,0,27,51,0,0
1458,4/1/2021 0:00,4/30/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,65,64,30,33,35,31,0,0,0,0,0,0,0,2,20,0,8,6,0,0,0,0,0,0,0,0,31,50,0,0
1459,5/1/2021 0:00,5/31/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,83,81,61,22,22,59,0,0,0,0,0,0,4,15,6,0,24,1,0,0,0,0,0,0,0,0,34,61,0,0
1460,6/1/2021 0:00,6/30/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,68,18,37,8,31,10,0,0,10,0,0,0,19,3,8,0,0,0,0,0,0,0,0,0,0,0,21,11,0,0
1461,7/1/2021 0:00,7/31/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,92,68,48,20,44,48,0,0,0,0,0,0,14,19,5,0,15,0,0,0,0,0,1,0,0,0,48,40,0,0
1462,8/1/2021 0:00,8/31/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,100,68,50,38,50,30,0,0,0,0,0,0,8,9,10,0,31,0,0,0,0,0,0,0,0,0,36,51,0,0
1463,9/1/2021 0:00,9/30/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,123,81,72,39,41,40,0,0,10,2,0,0,12,12,7,0,18,0,0,0,0,0,0,0,1,0,64,58,0,0
1464,10/1/2021 0:00,10/31/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,118,65,92,23,26,42,0,0,0,0,0,0,7,10,12,0,22,0,0,0,0,0,1,2,0,0,67,50,0,0
1465,11/1/2021 0:00,11/30/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,91,52,63,30,28,22,0,0,0,0,0,0,3,7,11,0,21,0,0,0,0,0,1,0,0,0,42,38,0,0
1466,12/1/2021 0:00,12/31/2021 0:00,33110596,Douglas/Coffee County Animal Shelter,80,52,44,24,36,28,0,0,0,0,0,0,4,12,9,0,18,0,0,0,0,0,0,0,0,0,41,40,0,0
1467,1/1/2022 0:00,1/31/2022 0:00,33110596,Douglas/Coffee County Animal Shelter,144,35,70,17,74,18,0,0,0,0,0,0,7,8,9,0,29,0,0,0,0,0,0,0,0,0,73,23,0,0
1468,2/1/2022 0:00,2/28/2022 0:00,33110596,Douglas/Coffee County Animal Shelter,120,43,62,31,58,12,0,0,0,0,0,0,7,3,12,0,35,0,0,0,0,0,1,0,0,0,50,38,0,0
1469,8/1/2020 0:00,8/31/2020 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,13,23,32,28,0,0,0,0,0,0,1,0,6,15,8,0,19,2,0,0,1,9,0,0,0,0,5,7,0,0
1470,9/1/2020 0:00,9/30/2020 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,9,17,38,46,0,0,0,0,0,0,0,6,19,16,5,1,13,7,0,0,0,13,0,1,0,0,6,7,0,0
1471,10/1/2020 0:00,10/31/2020 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,5,20,14,40,0,0,0,0,0,0,1,0,5,5,6,1,6,8,0,0,1,14,0,0,0,0,5,9,0,0
1472,11/1/2020 0:00,11/30/2020 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,1,23,32,24,0,0,0,0,0,0,0,0,6,19,8,0,10,6,0,0,0,6,0,0,0,0,5,6,0,0
1473,12/1/2020 0:00,12/31/2020 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,15,8,22,18,0,0,0,0,0,0,0,0,4,7,2,1,8,0,0,0,0,11,0,0,0,0,0,0,0,0
1474,1/1/2021 0:00,1/31/2021 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,7,5,28,32,0,0,0,0,0,8,0,0,5,8,11,0,8,4,0,0,0,8,0,0,0,0,4,3,0,0
1475,2/1/2021 0:00,2/28/2021 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,7,13,37,21,0,0,0,0,0,0,0,0,4,3,6,0,8,10,0,0,0,0,0,0,0,0,8,3,0,0
1476,3/1/2021 0:00,3/31/2021 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,15,16,23,20,0,0,0,0,0,0,0,0,6,2,5,1,12,5,0,0,0,12,0,0,0,0,5,2,0,0
1477,4/1/2021 0:00,4/30/2021 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,17,14,25,18,0,0,0,0,0,0,4,0,2,11,9,0,13,3,0,0,4,2,0,0,0,0,4,4,0,0
1478,5/1/2021 0:00,5/31/2021 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,14,11,30,28,0,0,0,0,0,0,0,0,8,5,3,0,4,4,0,0,0,6,0,0,0,1,0,0,0,0
1479,6/1/2021 0:00,6/30/2021 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,22,5,26,46,0,0,0,0,0,0,0,0,12,8,6,0,6,0,0,0,0,10,0,0,0,0,4,18,0,0
1480,7/1/2021 0:00,7/31/2021 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,23,22,34,24,0,0,0,0,0,0,0,0,14,6,5,0,4,1,0,0,0,6,0,0,0,0,12,5,0,0
1481,8/1/2021 0:00,8/31/2021 0:00,3325706,EFFINGHAM COUNTY ANIMAL SHELTER,23,29,28,44,0,0,0,0,0,0,3,1,13,13,5,0,6,4,0,0,0,5,0,0,0,0,15,25,0,0
